SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,TAXON_ORDER,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS
Myioborus ornatus,Golden-fronted Redstart,gofred1,34384,MYOR,,Passeriformes,New World Warblers,Parulidae,
Myioborus ornatus chrysops,Golden-fronted Redstart (Golden-fronted),gofred2,34385,MYOR,,Passeriformes,New World Warblers,Parulidae,gofred1
Myioborus ornatus ornatus,Golden-fronted Redstart (Yellow-fronted),gofred3,34386,MYOR,,Passeriformes,New World Warblers,Parulidae,gofred1
Myioborus melanocephalus,Spectacled Redstart,spered1,34387,MYME,,Passeriformes,New World Warblers,Parulidae,
Myioborus ornatus x melanocephalus,Golden-fronted x Spectacled Redstart (hybrid),x00868,34393,MYME MYOR,,Passeriformes,New World Warblers,Parulidae,
Myioborus ornatus/melanocephalus,Golden-fronted/Spectacled Redstart,y01168,34394,MYME MYOR,,Passeriformes,New World Warblers,Parulidae,
Myioborus albifrons,White-fronted Redstart,whfred2,34395,MYAL,,Passeriformes,New World Warblers,Parulidae,
Myioborus sp.,Myioborus sp.,myiobo1,34396,,,Passeriformes,New World Warblers,Parulidae,
Parulidae sp.,new world warbler sp.,warble,34397,,UNWA,Passeriformes,New World Warblers,Parulidae,
Passerellidae/Parulidae sp. (trilling song),sparrow/warbler sp. (trilling song),y00435,34398,,,Passeriformes,,,
Mitrospingus cassinii,Dusky-faced Tanager,duftan1,34400,MICA,DFTA,Passeriformes,Mitrospingid Tanagers,Mitrospingidae,
Mitrospingus oleagineus,Olive-backed Tanager,olbtan1,34403,MIOL,,Passeriformes,Mitrospingid Tanagers,Mitrospingidae,
Lamprospiza melanoleuca,Red-billed Pied Tanager,rbptan1,34406,LAME,,Passeriformes,Mitrospingid Tanagers,Mitrospingidae,
Orthogonys chloricterus,Olive-green Tanager,olgtan1,34407,ORCH,,Passeriformes,Mitrospingid Tanagers,Mitrospingidae,
Piranga roseogularis,Rose-throated Tanager,rottan1,34409,PIRO,RTTA,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga flava,Hepatic Tanager,heptan,34413,PIFL,HETA,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga flava [hepatica Group],Hepatic Tanager (Northern),heptan1,34414,PIFL,,Passeriformes,Cardinals and Allies,Cardinalidae,heptan
Piranga flava [lutea Group],Hepatic Tanager (Highland),heptan2,34420,PIFL,,Passeriformes,Cardinals and Allies,Cardinalidae,heptan
Piranga flava [flava Group],Hepatic Tanager (Lowland),heptan3,34427,PIFL,,Passeriformes,Cardinals and Allies,Cardinalidae,heptan
Piranga rubra,Summer Tanager,sumtan,34432,PIRU,SUTA,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga flava/rubra,Hepatic/Summer Tanager,y00924,34435,PIRU PIFL,,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga olivacea,Scarlet Tanager,scatan,34436,PIOL,SCTA,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga rubra x olivacea,Summer x Scarlet Tanager (hybrid),x01079,34437,PIRU PIOL,,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga rubra/olivacea,Summer/Scarlet Tanager,y00925,34438,PIRU PIOL,,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga ludoviciana,Western Tanager,westan,34439,PILU,WETA,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga rubra x ludoviciana,Summer x Western Tanager (hybrid),x00824,34440,PIRU PILU,,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga olivacea x ludoviciana,Scarlet x Western Tanager (hybrid),x00825,34441,PIOL PILU,,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga bidentata,Flame-colored Tanager,flctan,34442,PIBI,FCTA,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga flava x bidentata,Hepatic x Flame-colored Tanager (hybrid),x00826,34447,PIBI PIFL,,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga ludoviciana x bidentata,Western x Flame-colored Tanager (hybrid),x00444,34448,PIBI PILU,,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga leucoptera,White-winged Tanager,whwtan1,34449,PILE,WWTA,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga erythrocephala,Red-headed Tanager,rehtan1,34454,PIER,RHTA,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga rubriceps,Red-hooded Tanager,rehtan2,34457,PIRU,,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga sp.,tanager sp. (Piranga sp.),pirang1,34458,,UPTA,Passeriformes,Cardinals and Allies,Cardinalidae,
Habia rubica,Red-crowned Ant-Tanager,rcatan1,34459,HARU,RCAT,Passeriformes,Cardinals and Allies,Cardinalidae,
Habia rubica rosea,Red-crowned Ant-Tanager (West Mexican),recant5,34460,HARU,,Passeriformes,Cardinals and Allies,Cardinalidae,rcatan1
Habia rubica affinis,Red-crowned Ant-Tanager (Oaxaca),recant6,34461,HARU,,Passeriformes,Cardinals and Allies,Cardinalidae,rcatan1
Habia rubica holobrunnea,Red-crowned Ant-Tanager (East Mexican),recant4,34462,HARU,,Passeriformes,Cardinals and Allies,Cardinalidae,rcatan1
Habia rubica [rubicoides Group],Red-crowned Ant-Tanager (rubicoides Group),recant1,34463,HARU,,Passeriformes,Cardinals and Allies,Cardinalidae,rcatan1
Habia rubica vinacea,Red-crowned Ant-Tanager (Isthmian),recant10,34467,HARU,,Passeriformes,Cardinals and Allies,Cardinalidae,rcatan1
Habia rubica [rubra Group],Red-crowned Ant-Tanager (Amazonian),recant2,34468,HARU,,Passeriformes,Cardinals and Allies,Cardinalidae,rcatan1
Habia rubica perijana,Red-crowned Ant-Tanager (Perija),recant14,34476,HARU,,Passeriformes,Cardinals and Allies,Cardinalidae,rcatan1
Habia rubica rubica/bahiae,Red-crowned Ant-Tanager (Atlantic),recant3,34477,HARU,,Passeriformes,Cardinals and Allies,Cardinalidae,rcatan1
Driophlox fuscicauda,Red-throated Ant-Tanager,rtatan1,34480,DRFU,RTAT,Passeriformes,Cardinals and Allies,Cardinalidae,
Driophlox fuscicauda [salvini Group],Red-throated Ant-Tanager (Salvin's),retant1,34481,DRFU,,Passeriformes,Cardinals and Allies,Cardinalidae,rtatan1
Driophlox fuscicauda [fuscicauda Group],Red-throated Ant-Tanager (Red-throated),retant2,34485,DRFU,,Passeriformes,Cardinals and Allies,Cardinalidae,rtatan1
Driophlox gutturalis,Sooty Ant-Tanager,soatan1,34489,DRGU,,Passeriformes,Cardinals and Allies,Cardinalidae,
Driophlox atrimaxillaris,Black-cheeked Ant-Tanager,bcatan1,34490,DRAT,BCAT,Passeriformes,Cardinals and Allies,Cardinalidae,
Driophlox cristata,Crested Ant-Tanager,cratan1,34491,DRCR,,Passeriformes,Cardinals and Allies,Cardinalidae,
Habia/Driophlox sp.,ant-tanager sp.,anttan1,34492,,,Passeriformes,Cardinals and Allies,Cardinalidae,
Chlorothraupis carmioli,Carmiol's Tanager,olitan1,34493,CHCA,CATA,Passeriformes,Cardinals and Allies,Cardinalidae,
Chlorothraupis frenata,Yellow-lored Tanager,cartan2,34497,CHFR,,Passeriformes,Cardinals and Allies,Cardinalidae,
Chlorothraupis olivacea,Lemon-spectacled Tanager,lestan,34498,CHOL,LSTA,Passeriformes,Cardinals and Allies,Cardinalidae,
Chlorothraupis stolzmanni,Ochre-breasted Tanager,ocbtan1,34499,CHST,,Passeriformes,Cardinals and Allies,Cardinalidae,
Chlorothraupis sp.,Chlorothraupis sp.,chloro4,34502,,,Passeriformes,Cardinals and Allies,Cardinalidae,
Periporphyrus celaeno,Crimson-collared Grosbeak,crcgro,34503,PECE,CCGR,Passeriformes,Cardinals and Allies,Cardinalidae,
Periporphyrus erythromelas,Red-and-black Grosbeak,rabgro1,34504,PEER,,Passeriformes,Cardinals and Allies,Cardinalidae,
Caryothraustes poliogaster,Black-faced Grosbeak,blfgro1,34505,CAPO,BFAG,Passeriformes,Cardinals and Allies,Cardinalidae,
Caryothraustes poliogaster poliogaster,Black-faced Grosbeak (Northern),bkfgro1,34506,CAPO,,Passeriformes,Cardinals and Allies,Cardinalidae,blfgro1
Caryothraustes poliogaster scapularis,Black-faced Grosbeak (Southern),bkfgro2,34507,CAPO,,Passeriformes,Cardinals and Allies,Cardinalidae,blfgro1
Caryothraustes canadensis,Yellow-green Grosbeak,yeggro1,34508,CACA,YGGR,Passeriformes,Cardinals and Allies,Cardinalidae,
Caryothraustes canadensis simulans,Yellow-green Grosbeak (Pirre),yeggro2,34509,CACA,,Passeriformes,Cardinals and Allies,Cardinalidae,yeggro1
Caryothraustes canadensis canadensis,Yellow-green Grosbeak (Amazonian),yeggro3,34510,CACA,,Passeriformes,Cardinals and Allies,Cardinalidae,yeggro1
Caryothraustes canadensis brasiliensis/frontalis,Yellow-green Grosbeak (Atlantic),yeggro6,34511,CACA,,Passeriformes,Cardinals and Allies,Cardinalidae,yeggro1
Cardinalis phoeniceus,Vermilion Cardinal,vercar1,34514,CAPH,,Passeriformes,Cardinals and Allies,Cardinalidae,
Cardinalis cardinalis,Northern Cardinal,norcar,34515,CACA,NOCA,Passeriformes,Cardinals and Allies,Cardinalidae,
Cardinalis cardinalis [cardinalis Group],Northern Cardinal (Common),norcar1,34516,CACA,,Passeriformes,Cardinals and Allies,Cardinalidae,norcar
Cardinalis cardinalis carneus,Northern Cardinal (Long-crested),norcar2,34534,CACA,,Passeriformes,Cardinals and Allies,Cardinalidae,norcar
Cardinalis sinuatus,Pyrrhuloxia,pyrrhu,34535,CASI,PYRR,Passeriformes,Cardinals and Allies,Cardinalidae,
Cardinalis cardinalis x sinuatus,Northern Cardinal x Pyrrhuloxia (hybrid),x00774,34539,CASI CACA,,Passeriformes,Cardinals and Allies,Cardinalidae,
Cardinalis cardinalis/sinuatus,Northern Cardinal/Pyrrhuloxia,y00647,34540,CASI CACA,,Passeriformes,Cardinals and Allies,Cardinalidae,
Pheucticus chrysopeplus,Yellow Grosbeak,yelgro,34541,PHCH,YEGR,Passeriformes,Cardinals and Allies,Cardinalidae,
Pheucticus chrysopeplus chrysopeplus/dilutus,Yellow Grosbeak (Northern),yelgro2,34542,PHCH,,Passeriformes,Cardinals and Allies,Cardinalidae,yelgro
Pheucticus chrysopeplus aurantiacus,Yellow Grosbeak (Guatemalan),yelgro1,34545,PHCH,,Passeriformes,Cardinals and Allies,Cardinalidae,yelgro
Pheucticus chrysogaster,Golden Grosbeak,gobgro1,34546,PHCH,,Passeriformes,Cardinals and Allies,Cardinalidae,
Pheucticus tibialis,Black-thighed Grosbeak,bltgro1,34549,PHTI,BTGG,Passeriformes,Cardinals and Allies,Cardinalidae,
Pheucticus aureoventris,Black-backed Grosbeak,blbgro2,34550,PHAU,,Passeriformes,Cardinals and Allies,Cardinalidae,
Pheucticus aureoventris meridensis,Black-backed Grosbeak (Merida),bkbgro2,34551,PHAU,,Passeriformes,Cardinals and Allies,Cardinalidae,blbgro2
Pheucticus aureoventris crissalis,Black-backed Grosbeak (Yellow-throated),bkbgro3,34552,PHAU,,Passeriformes,Cardinals and Allies,Cardinalidae,blbgro2
Pheucticus aureoventris uropygialis/terminalis,Black-backed Grosbeak (Yellow-rumped),bkbgro4,34553,PHAU,,Passeriformes,Cardinals and Allies,Cardinalidae,blbgro2
Pheucticus aureoventris aureoventris,Black-backed Grosbeak (Black-rumped),bkbgro1,34556,PHAU,,Passeriformes,Cardinals and Allies,Cardinalidae,blbgro2
Pheucticus ludovicianus,Rose-breasted Grosbeak,robgro,34557,PHLU,RBGR,Passeriformes,Cardinals and Allies,Cardinalidae,
Piranga olivacea x Pheucticus ludovicianus,Scarlet Tanager x Rose-breasted Grosbeak (hybrid),x01002,34558,PHLU PIOL,,Passeriformes,Cardinals and Allies,Cardinalidae,
Pheucticus melanocephalus,Black-headed Grosbeak,bkhgro,34559,PHME,BHGR,Passeriformes,Cardinals and Allies,Cardinalidae,
Pheucticus ludovicianus x melanocephalus,Rose-breasted x Black-headed Grosbeak (hybrid),x00448,34562,PHLU PHME,,Passeriformes,Cardinals and Allies,Cardinalidae,
Pheucticus ludovicianus/melanocephalus,Rose-breasted/Black-headed Grosbeak,y00334,34563,PHLU PHME,,Passeriformes,Cardinals and Allies,Cardinalidae,
Pheucticus sp.,Pheucticus sp.,pheuct1,34564,,,Passeriformes,Cardinals and Allies,Cardinalidae,
Granatellus venustus,Red-breasted Chat,rebcha1,34565,GRVE,RBRC,Passeriformes,Cardinals and Allies,Cardinalidae,
Granatellus venustus venustus,Red-breasted Chat (Red-breasted),rebcha2,34566,GRVE,,Passeriformes,Cardinals and Allies,Cardinalidae,rebcha1
Granatellus venustus francescae,Red-breasted Chat (Tres Marias Is.),rebcha3,34567,GRVE,,Passeriformes,Cardinals and Allies,Cardinalidae,rebcha1
Granatellus sallaei,Gray-throated Chat,grtcha1,34568,GRSA,GTCH,Passeriformes,Cardinals and Allies,Cardinalidae,
Granatellus pelzelni,Rose-breasted Chat,robcha2,34571,GRPE,,Passeriformes,Cardinals and Allies,Cardinalidae,
Granatellus paraensis,Rose-bellied Chat,robcha3,34572,GRPA,,Passeriformes,Cardinals and Allies,Cardinalidae,
Amaurospiza concolor,Blue Seedeater,blusee1,34573,AMCO,BLSE,Passeriformes,Cardinals and Allies,Cardinalidae,
Amaurospiza concolor relicta,Blue Seedeater (Slate-blue),blusee2,34574,AMCO,,Passeriformes,Cardinals and Allies,Cardinalidae,blusee1
Amaurospiza concolor concolor,Blue Seedeater (Blue),blusee3,34575,AMCO,,Passeriformes,Cardinals and Allies,Cardinalidae,blusee1
Amaurospiza aequatorialis,Ecuadorian Seedeater,blusee4,34576,AMAE,,Passeriformes,Cardinals and Allies,Cardinalidae,
Amaurospiza carrizalensis,Carrizal Seedeater,carsee1,34577,AMCA,,Passeriformes,Cardinals and Allies,Cardinalidae,
Amaurospiza moesta,Blackish-blue Seedeater,blbsee3,34578,AMMO,,Passeriformes,Cardinals and Allies,Cardinalidae,
Cyanoloxia glaucocaerulea,Glaucous-blue Grosbeak,glbgro1,34579,CYGL,,Passeriformes,Cardinals and Allies,Cardinalidae,
Cyanoloxia cyanoides,Blue-black Grosbeak,bubgro1,34580,CYCY,BGRO,Passeriformes,Cardinals and Allies,Cardinalidae,
Cyanoloxia rothschildii,Amazonian Grosbeak,bubgro2,34584,CYRO,,Passeriformes,Cardinals and Allies,Cardinalidae,
Cyanoloxia cyanoides/rothschildii,Blue-black/Amazonian Grosbeak,y01068,34585,CYRO CYCY,,Passeriformes,Cardinals and Allies,Cardinalidae,
Cyanoloxia brissonii,Ultramarine Grosbeak,ultgro1,34586,CYBR,,Passeriformes,Cardinals and Allies,Cardinalidae,
Cyanoloxia glaucocaerulea/brissonii,Glaucous-blue/Ultramarine Grosbeak,y00436,34592,CYGL CYBR,,Passeriformes,Cardinals and Allies,Cardinalidae,
Cyanocompsa parellina,Blue Bunting,blubun,34593,CYPA,BLBU,Passeriformes,Cardinals and Allies,Cardinalidae,
Cyanocompsa parellina parellina/beneplacita,Blue Bunting (Middle America),blubun1,34594,CYPA,,Passeriformes,Cardinals and Allies,Cardinalidae,blubun
Cyanocompsa parellina indigotica,Blue Bunting (West Mexico),blubun2,34597,CYPA,,Passeriformes,Cardinals and Allies,Cardinalidae,blubun
Passerina caerulea,Blue Grosbeak,blugrb1,34598,PACA,BLGR,Passeriformes,Cardinals and Allies,Cardinalidae,
Passerina amoena,Lazuli Bunting,lazbun,34606,PAAM,LAZB,Passeriformes,Cardinals and Allies,Cardinalidae,
Passerina cyanea,Indigo Bunting,indbun,34607,PACY,INBU,Passeriformes,Cardinals and Allies,Cardinalidae,
Passerina caerulea x cyanea,Blue Grosbeak x Indigo Bunting (hybrid),x00872,34608,PACY PACA,,Passeriformes,Cardinals and Allies,Cardinalidae,
Passerina amoena x cyanea,Lazuli x Indigo Bunting (hybrid),ixlbun,34609,PAAM PACY,ILBH,Passeriformes,Cardinals and Allies,Cardinalidae,
Passerina amoena/cyanea,Lazuli/Indigo Bunting,y00335,34610,PAAM PACY,,Passeriformes,Cardinals and Allies,Cardinalidae,
Passerina rositae,Rose-bellied Bunting,robbun1,34611,PARO,RBBU,Passeriformes,Cardinals and Allies,Cardinalidae,
Passerina leclancherii,Orange-breasted Bunting,orbbun1,34612,PALE,OBBU,Passeriformes,Cardinals and Allies,Cardinalidae,
Passerina versicolor,Varied Bunting,varbun,34615,PAVE,VABU,Passeriformes,Cardinals and Allies,Cardinalidae,
Passerina cyanea x versicolor,Indigo x Varied Bunting (hybrid),x01076,34620,PAVE PACY,,Passeriformes,Cardinals and Allies,Cardinalidae,
Passerina ciris,Painted Bunting,paibun,34621,PACI,PABU,Passeriformes,Cardinals and Allies,Cardinalidae,
Passerina cyanea x ciris,Indigo x Painted Bunting (hybrid),x00918,34624,PACY PACI,,Passeriformes,Cardinals and Allies,Cardinalidae,
Passerina versicolor x ciris,Varied x Painted Bunting (hybrid),x00902,34625,PAVE PACI,,Passeriformes,Cardinals and Allies,Cardinalidae,
Passerina sp.,Passerina sp.,buntin,34626,,,Passeriformes,Cardinals and Allies,Cardinalidae,
Spiza americana,Dickcissel,dickci,34627,SPAM,DICK,Passeriformes,Cardinals and Allies,Cardinalidae,
Orchesticus abeillei,Brown Tanager,brotan1,34629,ORAB,,Passeriformes,Tanagers and Allies,Thraupidae,
Paroaria coronata,Red-crested Cardinal,reccar,34630,PACO,RCCA,Passeriformes,Tanagers and Allies,Thraupidae,
Paroaria dominicana,Red-cowled Cardinal,reccar2,34631,PADO,,Passeriformes,Tanagers and Allies,Thraupidae,
Paroaria nigrogenis,Masked Cardinal,reccar3,34632,PANI,,Passeriformes,Tanagers and Allies,Thraupidae,
Paroaria gularis,Red-capped Cardinal,reccar4,34633,PAGU,,Passeriformes,Tanagers and Allies,Thraupidae,
Paroaria gularis gularis,Red-capped Cardinal (Red-capped),reccar5,34634,PAGU,,Passeriformes,Tanagers and Allies,Thraupidae,reccar4
Paroaria gularis cervicalis,Red-capped Cardinal (Bolivian),reccar6,34635,PAGU,,Passeriformes,Tanagers and Allies,Thraupidae,reccar4
Paroaria coronata x gularis,Red-crested x Red-capped Cardinal (hybrid),x00488,34636,PACO PAGU,,Passeriformes,Tanagers and Allies,Thraupidae,
Paroaria nigrogenis/gularis,Masked/Red-capped Cardinal,reccar1,34637,PANI PAGU,,Passeriformes,Tanagers and Allies,Thraupidae,
Paroaria baeri,Crimson-fronted Cardinal,crfcar1,34638,PABA,,Passeriformes,Tanagers and Allies,Thraupidae,
Paroaria baeri baeri,Crimson-fronted Cardinal (Araguaia),crfcar2,34639,PABA,,Passeriformes,Tanagers and Allies,Thraupidae,crfcar1
Paroaria baeri xinguensis,Crimson-fronted Cardinal (Xingu),crfcar3,34640,PABA,,Passeriformes,Tanagers and Allies,Thraupidae,crfcar1
Paroaria gularis x baeri,Red-capped x Crimson-fronted Cardinal (hybrid),x00897,34641,PABA PAGU,,Passeriformes,Tanagers and Allies,Thraupidae,
Paroaria gularis/baeri,Red-capped/Crimson-fronted Cardinal,y01169,34642,PABA PAGU,,Passeriformes,Tanagers and Allies,Thraupidae,
Paroaria capitata,Yellow-billed Cardinal,yebcar,34643,PACA,YBCA,Passeriformes,Tanagers and Allies,Thraupidae,
Paroaria sp.,Paroaria sp.,paroar1,34646,,,Passeriformes,Tanagers and Allies,Thraupidae,
Schistochlamys melanopis,Black-faced Tanager,blftan1,34647,SCME,,Passeriformes,Tanagers and Allies,Thraupidae,
Schistochlamys ruficapillus,Cinnamon Tanager,cintan1,34653,SCRU,,Passeriformes,Tanagers and Allies,Thraupidae,
Cissopis leverianus,Magpie Tanager,magtan2,34654,CILE,,Passeriformes,Tanagers and Allies,Thraupidae,
Neothraupis fasciata,White-banded Tanager,whbtan1,34657,NEFA,,Passeriformes,Tanagers and Allies,Thraupidae,
Conothraupis speculigera,Black-and-white Tanager,bawtan1,34658,COSP,,Passeriformes,Tanagers and Allies,Thraupidae,
Conothraupis mesoleuca,Cone-billed Tanager,cobtan2,34659,COME,,Passeriformes,Tanagers and Allies,Thraupidae,
Compsothraupis loricata,Scarlet-throated Tanager,scttan1,34660,COLO,,Passeriformes,Tanagers and Allies,Thraupidae,
Sericossypha albocristata,White-capped Tanager,whctan1,34661,SEAL,,Passeriformes,Tanagers and Allies,Thraupidae,
Nemosia pileata,Hooded Tanager,hootan1,34662,NEPI,,Passeriformes,Tanagers and Allies,Thraupidae,
Nemosia rourei,Cherry-throated Tanager,chttan1,34669,NERO,,Passeriformes,Tanagers and Allies,Thraupidae,
Creurgops verticalis,Rufous-crested Tanager,ructan4,34670,CRVE,,Passeriformes,Tanagers and Allies,Thraupidae,
Creurgops dentatus,Slaty Tanager,slatan2,34671,CRDE,,Passeriformes,Tanagers and Allies,Thraupidae,
Kleinothraupis atropileus,Black-capped Hemispingus,blchem1,34672,KLAT,,Passeriformes,Tanagers and Allies,Thraupidae,
Kleinothraupis atropileus atropileus,Black-capped Hemispingus (Black-capped),bkchem1,34673,KLAT,,Passeriformes,Tanagers and Allies,Thraupidae,blchem1
Kleinothraupis atropileus auricularis,Black-capped Hemispingus (White-browed),bkchem2,34674,KLAT,,Passeriformes,Tanagers and Allies,Thraupidae,blchem1
Kleinothraupis calophrys,Orange-browed Hemispingus,orbhem1,34675,KLCA,,Passeriformes,Tanagers and Allies,Thraupidae,
