SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,TAXON_ORDER,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS
Vireo griseus perquisitor,White-eyed Vireo (Veracruz),whevir2,19172,VIGR,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,whevir
Vireo atricapilla x griseus,Black-capped x White-eyed Vireo (hybrid),x01067,19173,VIAT VIGR,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo crassirostris,Thick-billed Vireo,thbvir,19174,VICR,TBVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo pallens,Mangrove Vireo,manvir1,19180,VIPA,MAVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo pallens paluster,Mangrove Vireo (West Mexico),manvir4,19181,VIPA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,manvir1
Vireo pallens [semiflavus Group],Mangrove Vireo (Northern Central America),manvir3,19182,VIPA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,manvir1
Vireo pallens approximans,Mangrove Vireo (Providencia),thbvir2,19186,VIPA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,manvir1
Vireo pallens [pallens Group],Mangrove Vireo (Southern Central America),manvir2,19187,VIPA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,manvir1
Vireo bairdi,Cozumel Vireo,cozvir1,19191,VIBA,COVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo caribaeus,San Andres Vireo,stavir1,19192,VICA,SAVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo modestus,Jamaican Vireo,jamvir1,19193,VIMO,JAVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo gundlachii,Cuban Vireo,cubvir1,19194,VIGU,CUVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo latimeri,Puerto Rican Vireo,purvir1,19195,VILA,PRVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo nanus,Flat-billed Vireo,flbvir1,19196,VINA,FBVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo bellii,Bell's Vireo,belvir,19197,VIBE,BEVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo bellii bellii/medius,Bell's Vireo (Eastern),belvir1,19198,VIBE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,belvir
Vireo bellii arizonae,Bell's Vireo (Arizona),belvir2,19201,VIBE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,belvir
Vireo bellii pusillus,Bell's Vireo (Least),belvir3,19202,VIBE,LBVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,belvir
Vireo vicinior,Gray Vireo,gryvir,19203,VIVI,GRVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo huttoni,Hutton's Vireo,hutvir,19204,VIHU,HUVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo huttoni [huttoni Group],Hutton's Vireo (Pacific),hutvir1,19205,VIHU,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,hutvir
Vireo huttoni [stephensi Group],Hutton's Vireo (Interior),hutvir2,19214,VIHU,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,hutvir
Vireo flavifrons,Yellow-throated Vireo,yetvir,19220,VIFL,YTVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo carmioli,Yellow-winged Vireo,yewvir1,19221,VICA,YWVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo masteri,Choco Vireo,chovir1,19222,VIMA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo cassinii,Cassin's Vireo,casvir,19223,VICA,CAVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo cassinii cassinii,Cassin's Vireo (Cassin's),casvir1,19224,VICA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,casvir
Vireo cassinii lucasanus,Cassin's Vireo (San Lucas),casvir2,19225,VICA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,casvir
Vireo solitarius,Blue-headed Vireo,buhvir,19226,VISO,BHVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo flavifrons x solitarius,Yellow-throated x Blue-headed Vireo (hybrid),x00411,19229,VIFL VISO,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo cassinii/solitarius,Cassin's/Blue-headed Vireo,y00485,19230,VICA VISO,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo plumbeus,Plumbeous Vireo,plsvir,19231,VIPL,PLVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo plumbeus plumbeus/gravis,Plumbeous Vireo (Plumbeous),pluvir1,19232,VIPL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,plsvir
Vireo plumbeus notius/montanus,Plumbeous Vireo (Central American),pluvir2,19235,VIPL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,plsvir
Vireo flavifrons x plumbeus,Yellow-throated x Plumbeous Vireo (hybrid),x01238,19238,VIFL VIPL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo solitarius x plumbeus,Blue-headed x Plumbeous Vireo (hybrid),x00412,19239,VISO VIPL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo cassinii/plumbeus,Cassin's/Plumbeous Vireo,y00484,19240,VICA VIPL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo solitarius/plumbeus,Blue-headed/Plumbeous Vireo,y01323,19241,VISO VIPL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo cassinii/solitarius/plumbeus,solitary vireo sp.,solvir1,19242,,SOVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo sclateri,Tepui Vireo,tepgre1,19243,VISC,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo philadelphicus,Philadelphia Vireo,phivir,19244,VIPH,PHVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo gilvus,Eastern Warbling Vireo,eawvir1,19245,VIGI,EAWV,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo philadelphicus/gilvus,Philadelphia/Eastern Warbling Vireo,y00704,19246,VIGI VIPH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo swainsoni,Western Warbling Vireo,wewvir2,19247,VISW,WEWV,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo gilvus/swainsoni,Eastern/Western Warbling Vireo,warvir,19252,VIGI VISW,UWVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo leucophrys,Brown-capped Vireo,brcvir1,19253,VILE,BCAV,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo leucophrys [amauronotus Group],Brown-capped Vireo (Northern),bncvir12,19254,VILE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,brcvir1
Vireo leucophrys [leucophrys Group],Brown-capped Vireo (Southern),bncvir13,19259,VILE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,brcvir1
Vireo olivaceus,Red-eyed Vireo,reevir1,19267,VIOL,REVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo philadelphicus x olivaceus,Philadelphia x Red-eyed Vireo (hybrid),x00889,19268,VIOL VIPH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo gilvus x olivaceus,Eastern Warbling x Red-eyed Vireo (hybrid),x01239,19269,VIOL VIGI,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo swainsoni x olivaceus,Western Warbling x Red-eyed Vireo (hybrid),x01240,19270,VIOL VISW,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo gilvus/swainsoni x olivaceus,Eastern/Western Warbling x Red-eyed Vireo (hybrid),x00890,19271,VIOL VIGI VISW,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo philadelphicus/olivaceus,Philadelphia/Red-eyed Vireo,y00741,19272,VIOL VIPH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo chivi,Chivi Vireo,chivir1,19273,VICH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo chivi [agilis Group],Chivi Vireo (resident),reevir3,19274,VICH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,chivir1
Vireo chivi chivi/diversus,Chivi Vireo (migratory),reevir2,19282,VICH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,chivir1
Vireo olivaceus/chivi,Red-eyed/Chivi Vireo,reevir,19285,VIOL VICH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo gracilirostris,Noronha Vireo,norvir1,19286,VIGR,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo flavoviridis,Yellow-green Vireo,yegvir,19287,VIFL,YGVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo flavoviridis [flavoviridis Group],Yellow-green Vireo (Yellow-green),yegvir5,19288,VIFL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,yegvir
Vireo flavoviridis forreri,Yellow-green Vireo (Tres Marias Is.),yegvir2,19292,VIFL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,yegvir
Vireo olivaceus/flavoviridis,Red-eyed/Yellow-green Vireo,y01145,19293,VIOL VIFL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo altiloquus,Black-whiskered Vireo,bkwvir,19294,VIAL,BWVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo olivaceus/altiloquus,Red-eyed/Black-whiskered Vireo,y01146,19301,VIOL VIAL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo magister,Yucatan Vireo,yucvir,19302,VIMA,YUVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo magister magister,Yucatan Vireo (Yucatan),yucvir1,19303,VIMA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,yucvir
Vireo magister caymanensis,Yucatan Vireo (Cayman),yucvir2,19304,VIMA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,yucvir
Vireo sp. (Red-eyed Vireo complex),vireo sp. (Red-eyed Vireo complex),vireo2,19305,,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Vireo sp.,vireo sp.,vireo1,19306,,UNVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,
Pseudorectes ferrugineus,Rusty Pitohui,ruspit1,19308,PSFE,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pseudorectes incertus,White-bellied Pitohui,whbpit1,19315,PSIN,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Colluricincla woodwardi,Sandstone Shrikethrush,sansht2,19316,COWO,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Colluricincla boweri,Bower's Shrikethrush,bowsht1,19317,COBO,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Colluricincla harmonica,Gray Shrikethrush,grysht1,19318,COHA,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Colluricincla harmonica [brunnea Group],Gray Shrikethrush (Gray),gryshr7,19319,COHA,,Passeriformes,Whistlers and Allies,Pachycephalidae,grysht1
Colluricincla harmonica harmonica/strigata,Gray Shrikethrush (Brown-backed),gryshr8,19323,COHA,,Passeriformes,Whistlers and Allies,Pachycephalidae,grysht1
Colluricincla tenebrosa,Sooty Shrikethrush,soosht1,19326,COTE,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Colluricincla megarhyncha,Little Shrikethrush,litshr31,19329,COME,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Colluricincla megarhyncha [fortis Group],Little Shrikethrush (Variable),litshr5,19330,COME,,Passeriformes,Whistlers and Allies,Pachycephalidae,litshr31
Colluricincla megarhyncha affinis,Little Shrikethrush (Waigeo),litshr6,19336,COME,,Passeriformes,Whistlers and Allies,Pachycephalidae,litshr31
Colluricincla megarhyncha [obscura Group],Little Shrikethrush (Mamberamo),litshr1,19337,COME,,Passeriformes,Whistlers and Allies,Pachycephalidae,litshr31
Colluricincla megarhyncha [tappenbecki Group],Little Shrikethrush (Sepik-Ramu),litshr3,19341,COME,,Passeriformes,Whistlers and Allies,Pachycephalidae,litshr31
Colluricincla megarhyncha [megarhyncha Group],Little Shrikethrush (Arafura),rufsht2,19345,COME,,Passeriformes,Whistlers and Allies,Pachycephalidae,litshr31
Colluricincla megarhyncha discolor,Little Shrikethrush (Tagula),litshr4,19354,COME,,Passeriformes,Whistlers and Allies,Pachycephalidae,litshr31
Colluricincla megarhyncha [rufogaster Group],Little Shrikethrush (Rufous),litshr2,19355,COME,,Passeriformes,Whistlers and Allies,Pachycephalidae,litshr31
Colluricincla megarhyncha [megarhyncha Group/rufogaster Group],Little Shrikethrush (Arafura/Rufous),y00409,19363,COME,,Passeriformes,Whistlers and Allies,Pachycephalidae,litshr31
Colluricincla sp.,Colluricincla sp.,collur1,19364,,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Melanorectes nigrescens,Black Pitohui,blapit1,19365,MENI,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Coracornis sanghirensis,Sangihe Whistler,sansht1,19372,COSA,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Coracornis raveni,Maroon-backed Whistler,mabwhi1,19373,CORA,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala olivacea,Olive Whistler,oliwhi1,19374,PAOL,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala rufogularis,Red-lored Whistler,relwhi1,19380,PARU,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala inornata,Gilbert's Whistler,gilwhi1,19381,PAIN,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala nudigula,Bare-throated Whistler,batwhi1,19382,PANU,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala orpheus,Fawn-breasted Whistler,fabwhi1,19385,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala orpheus orpheus,Fawn-breasted Whistler (Timor),fabwhi2,19386,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,fabwhi1
Pachycephala orpheus par/compar,Fawn-breasted Whistler (Banda Sea),yetwhi4,19387,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,fabwhi1
Pachycephala schlegelii,Regent Whistler,regwhi1,19390,PASC,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala chlorura,Vanuatu Whistler,necwhi2,19394,PACH,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala chlorura [chlorura Group],Vanuatu Whistler (Vanuatu),vanwhi5,19395,PACH,,Passeriformes,Whistlers and Allies,Pachycephalidae,necwhi2
Pachycephala chlorura littayei,Vanuatu Whistler (Loyalty),vanwhi4,19399,PACH,,Passeriformes,Whistlers and Allies,Pachycephalidae,necwhi2
Pachycephala meyeri,Vogelkop Whistler,vogwhi1,19400,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala soror,Sclater's Whistler,sclwhi1,19401,PASO,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala soror [soror Group],Sclater's Whistler (Sclater's),sclwhi8,19402,PASO,,Passeriformes,Whistlers and Allies,Pachycephalidae,sclwhi1
Pachycephala soror octogenarii,Sclater's Whistler (Bomberai),sclwhi5,19407,PASO,,Passeriformes,Whistlers and Allies,Pachycephalidae,sclwhi1
Pachycephala soror [undescribed Fakfak form],Sclater's Whistler (undescribed Fakfak form),sclwhi7,19408,PASO,,Passeriformes,Whistlers and Allies,Pachycephalidae,sclwhi1
Pachycephala vitiensis,White-throated Fiji Whistler,whtwhi1,19409,PAVI,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala graeffii,Yellow-throated Fiji Whistler,fijwhi1,19413,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala graeffii graeffii/aurantiiventris,Yellow-throated Fiji Whistler (Yellow-lored),ytfwhi1,19414,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,fijwhi1
Pachycephala graeffii [optata Group],Yellow-throated Fiji Whistler (Black-banded),ytfwhi2,19417,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,fijwhi1
Pachycephala graeffii torquata,Yellow-throated Fiji Whistler (Taveuni),fijwhi7,19422,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,fijwhi1
Pachycephala flavifrons,Samoan Whistler,samwhi1,19423,PAFL,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala jacquinoti,Tongan Whistler,tonwhi1,19424,PAJA,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala caledonica,New Caledonian Whistler,necwhi3,19425,PACA,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala implicata,Guadalcanal Hooded Whistler,guhwhi1,19426,PAIM,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala richardsi,Bougainville Hooded Whistler,bohwhi1,19427,PARI,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala citreogaster,Bismarck Whistler,biswhi1,19428,PACI,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala citreogaster goodsoni,Bismarck Whistler (Manus),biswhi4,19429,PACI,,Passeriformes,Whistlers and Allies,Pachycephalidae,biswhi1
Pachycephala citreogaster [citreogaster Group],Bismarck Whistler (Bismarck),biswhi7,19430,PACI,,Passeriformes,Whistlers and Allies,Pachycephalidae,biswhi1
Pachycephala collaris,Louisiade Whistler,louwhi1,19435,PACO,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala ornata,Nendo Whistler,temwhi2,19439,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala utupuae,Utupua Whistler,temwhi3,19440,PAUT,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala vanikorensis,Vanikoro Whistler,temwhi4,19441,PAVA,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala orioloides,Oriole Whistler,oriwhi1,19442,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala orioloides [orioloides Group],Oriole Whistler (North Solomons),oriwhi12,19443,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,oriwhi1
Pachycephala orioloides melanonota,Oriole Whistler (Vella Lavella),oriwhi10,19449,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,oriwhi1
Pachycephala orioloides sanfordi,Oriole Whistler (Malaita),oriwhi6,19450,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,oriwhi1
Pachycephala orioloides cinnamomea,Oriole Whistler (Guadalcanal),oriwhi5,19451,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,oriwhi1
Pachycephala orioloides christophori,Oriole Whistler (Makira),oriwhi11,19452,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,oriwhi1
Pachycephala feminina,Rennell Whistler,renwhi1,19453,PAFE,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala calliope,Tenggara Whistler,rubwhi1,19454,PACA,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala calliope fulvotincta/javana,Tenggara Whistler (Rusty-breasted),rubwhi3,19455,PACA,,Passeriformes,Whistlers and Allies,Pachycephalidae,rubwhi1
Pachycephala calliope everetti,Tenggara Whistler (Flores Sea),rubwhi5,19458,PACA,,Passeriformes,Whistlers and Allies,Pachycephalidae,rubwhi1
Pachycephala calliope fulviventris,Tenggara Whistler (Sumba),rubwhi7,19459,PACA,,Passeriformes,Whistlers and Allies,Pachycephalidae,rubwhi1
Pachycephala calliope calliope,Tenggara Whistler (Timor),yetwhi3,19460,PACA,,Passeriformes,Whistlers and Allies,Pachycephalidae,rubwhi1
Pachycephala teysmanni,Selayar Whistler,rubwhi2,19461,PATE,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala macrorhyncha,Moluccan Whistler,yetwhi1,19462,PAMA,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala macrorhyncha [macrorhyncha Group],Moluccan Whistler (Moluccan),molwhi1,19463,PAMA,,Passeriformes,Whistlers and Allies,Pachycephalidae,yetwhi1
Pachycephala macrorhyncha fuscoflava,Moluccan Whistler (Tanimbar),yetwhi11,19468,PAMA,,Passeriformes,Whistlers and Allies,Pachycephalidae,yetwhi1
Pachycephala sharpei,Babar Whistler,yetwhi6,19469,PASH,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala mentalis,Black-chinned Whistler,bkcwhi1,19470,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala mentalis mentalis/tidorensis,Black-chinned Whistler (North Moluccan),bkcwhi5,19471,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,bkcwhi1
Pachycephala mentalis obiensis,Black-chinned Whistler (Obi),bkcwhi4,19474,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,bkcwhi1
Pachycephala balim,Baliem Whistler,golwhi2,19475,PABA,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala pectoralis,Golden Whistler,y01193,19476,PAPE,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala pectoralis fuliginosa/occidentalis,Golden Whistler (Western),weswhi2,19477,PAPE,,Passeriformes,Whistlers and Allies,Pachycephalidae,y01193
Pachycephala pectoralis [pectoralis Group],Golden Whistler (Eastern),golwhi1,19480,PAPE,,Passeriformes,Whistlers and Allies,Pachycephalidae,y01193
Pachycephala pectoralis xanthoprocta,Golden Whistler (Norfolk),golwhi9,19485,PAPE,,Passeriformes,Whistlers and Allies,Pachycephalidae,y01193
Pachycephala melanura,Black-tailed Whistler,bltwhi1,19486,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala melanura dammeriana,Black-tailed Whistler (Damar),yetwhi5,19487,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,bltwhi1
Pachycephala melanura spinicaudus/dahli,Black-tailed Whistler (Papuan),bktwhi5,19488,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,bltwhi1
Pachycephala melanura melanura,Black-tailed Whistler (Pilbara),bktwhi2,19491,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,bltwhi1
Pachycephala melanura robusta,Black-tailed Whistler (North Australian),bktwhi3,19492,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,bltwhi1
Pachycephala orioloides x melanura,Oriole x Black-tailed Whistler (hybrid),x01158,19493,PAME PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala tenebrosa,Morningbird,mornin1,19494,PATE,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala modesta,Brown-backed Whistler,brbwhi1,19495,PAMO,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala lorentzi,Lorentz's Whistler,lorwhi1,19499,PALO,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala aurea,Golden-backed Whistler,gobwhi1,19500,PAAU,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala philippinensis,Yellow-bellied Whistler,yebwhi1,19501,PAPH,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala philippinensis fallax,Yellow-bellied Whistler (fallax),yebwhi2,19502,PAPH,,Passeriformes,Whistlers and Allies,Pachycephalidae,yebwhi1
Pachycephala philippinensis illex,Yellow-bellied Whistler (illex),yebwhi3,19503,PAPH,,Passeriformes,Whistlers and Allies,Pachycephalidae,yebwhi1
Pachycephala philippinensis [philippinensis Group],Yellow-bellied Whistler (philippinensis Group),yebwhi9,19504,PAPH,,Passeriformes,Whistlers and Allies,Pachycephalidae,yebwhi1
Pachycephala hypoxantha,Bornean Whistler,borwhi1,19510,PAHY,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala sulfuriventer,Sulphur-bellied Whistler,subwhi1,19513,PASU,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala cinerea,Mangrove Whistler,manwhi1,19514,PACI,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala albiventris,Green-backed Whistler,grbwhi1,19517,PAAL,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala homeyeri,White-vented Whistler,whvwhi1,19518,PAHO,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala homeyeri homeyeri,White-vented Whistler (Sulu),whvwhi2,19519,PAHO,,Passeriformes,Whistlers and Allies,Pachycephalidae,whvwhi1
Pachycephala homeyeri major,White-vented Whistler (Cebu),whvwhi3,19520,PAHO,,Passeriformes,Whistlers and Allies,Pachycephalidae,whvwhi1
Pachycephala homeyeri winchelli,White-vented Whistler (White-vented),whvwhi4,19521,PAHO,,Passeriformes,Whistlers and Allies,Pachycephalidae,whvwhi1
Pachycephala phaionota,Island Whistler,islwhi2,19522,PAPH,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala melanorhyncha,Biak Whistler,biawhi1,19523,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala hyperythra,Rusty Whistler,ruswhi1,19524,PAHY,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala simplex,Gray Whistler,grywhi2,19529,PASI,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala simplex simplex/brunnescens,Gray Whistler (Brown),grywhi1,19530,PASI,,Passeriformes,Whistlers and Allies,Pachycephalidae,grywhi2
Pachycephala simplex rufipennis,Gray Whistler (Kai),grywhi5,19533,PASI,,Passeriformes,Whistlers and Allies,Pachycephalidae,grywhi2
Pachycephala simplex [griseiceps Group],Gray Whistler (Gray-headed),gyhwhi1,19534,PASI,,Passeriformes,Whistlers and Allies,Pachycephalidae,grywhi2
Pachycephala simplex sudestensis,Gray Whistler (Tagula),grywhi9,19539,PASI,,Passeriformes,Whistlers and Allies,Pachycephalidae,grywhi2
Pachycephala arctitorquis,Wallacean Whistler,walwhi1,19540,PAAR,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala arctitorquis tianduana,Wallacean Whistler (Tayandu),walwhi2,19541,PAAR,,Passeriformes,Whistlers and Allies,Pachycephalidae,walwhi1
Pachycephala arctitorquis arctitorquis/kebirensis,Wallacean Whistler (Wallacean),walwhi5,19542,PAAR,,Passeriformes,Whistlers and Allies,Pachycephalidae,walwhi1
